inc,m,f,t,csr,Hk,X
1.38902,377,387,764,.9741601,-.0130891,382
1.740588,380,373,753,1.018767,.0092962,376.5
1.967619,392,323,715,1.213622,.0965035,357.5
2.190311,617,566,1183,1.090106,.0431107,591.5
2.772604,442,398,840,1.110553,.052381,420
3.247254,14,8,22,1.75,.2727273,11
