inc,m,f,t,csr,Hk,X
1.389885,1560,1570,3130,.9936304,-.003195,1565
1.609596,1683,1730,3413,.9728325,-.0137708,1706.5
1.885558,2061,1779,3840,1.158516,.0734375,1920
1.976345,1998,1743,3741,1.146299,.0681636,1870.5
2.168654,1629,1454,3083,1.120358,.0567629,1541.5
2.641829,1243,1229,2472,1.011391,.0056634,1236
