inc,m,f,t,csr,Hk,X
1.451066,104,94,198,1.106383,.050505,99
1.777608,172,151,323,1.139073,.0650155,161.5
1.879217,57,53,110,1.075472,.0363636,55
1.929178,122,106,228,1.150943,.0701754,114
2.233594,83,76,159,1.092105,.0440252,79.5
2.585657,67,52,119,1.288462,.1260504,59.5
