inc,m,f,t,csr,Hk,X
1.458183,2776,2888,5664,.961219,-.0197739,2832
1.733787,2832,2558,5390,1.107115,.0508349,2695
1.900672,3045,2569,5614,1.185286,.084788,2807
1.919225,3044,2592,5636,1.174383,.0801987,2818
2.232029,2083,1958,4041,1.063841,.0309329,2020.5
2.563139,1669,1536,3205,1.086589,.0414976,1602.5
