inc,m,f,t,csr,Hk,X
1.526775,361,436,797,.8279817,-.0941029,398.5
1.88687,413,386,799,1.069948,.0337922,399.5
1.956549,449,386,835,1.163212,.0754491,417.5
1.981767,448,377,825,1.188329,.0860606,412.5
2.374815,303,262,565,1.156489,.0725664,282.5
2.640778,252,230,482,1.095652,.0456432,241
