inc,m,f,t,csr,Hk,X
.7998026,98,106,204,.9245283,-.0392157,102
.9360425,76,74,150,1.027027,.0133333,75
1.127149,80,72,152,1.111111,.0526316,76
1.166586,72,56,128,1.285714,.125,64
1.384028,55,53,108,1.037736,.0185185,54
1.560985,40,39,79,1.025641,.0126583,39.5
