inc,m,f,t,csr,Hk,X
1.781439,136,124,260,1.096774,.0461539,130
2.195362,137,109,246,1.256881,.1138211,123
2.195465,162,116,278,1.396552,.1654676,139
2.19577,133,147,280,.9047619,-.05,140
2.876652,76,74,150,1.027027,.0133333,75
2.927561,70,88,158,.7954546,-.113924,79
