inc,m,f,t,csr,Hk,X
1.15584,158,174,332,.9080459,-.0481928,166
1.388473,167,162,329,1.030864,.0151976,164.5
1.592189,140,143,283,.979021,-.0106007,141.5
1.699332,149,139,288,1.071942,.0347222,144
1.996884,99,103,202,.9611651,-.019802,101
2.303746,98,86,184,1.139535,.0652174,92
