inc,m,f,t,csr,Hk,X
1.436729,2154,2169,4323,0.9930844,-0.0034698,2161.5
1.584893,1893,1953,3846,0.9692779,-0.0156007,1923
1.890249,2261,1887,4148,1.198198,0.0901639,2074
1.902092,2339,2005,4344,1.166584,0.0768877,2172
1.915379,2299,1889,4188,1.217046,0.0978987,2094
2.014181,2028,1872,3900,1.083333,0.04,1950
2.528814,1200,1177,2377,1.019541,0.0096761,1188.5
2.571793,1268,1148,2416,1.10453,0.0496689,1208
