inc,m,f,t,csr,Hk,X
1.7552,498,523,1021,0.9521989,0.059832,510.5
2.0369,516,462,978,1.116883,0.06839,489
2.2782,527,525,1052,1.00381,0.091025,526
2.2888,574,524,1098,1.09542,0.092248,549
2.3156,565,446,1011,1.266816,0.095097,505.5
2.4807,398,355,753,1.121127,0.10693,376.5
3.043,342,287,629,1.191638,0.12159,314.5
3.1028,349,302,651,1.155629,0.12332,325.5
