inc,m,f,t,csr,Hk,X
1.431304,81,72,153,1.125,.0588235,76.5
1.616915,87,74,161,1.175676,.0807453,80.5
1.860307,108,98,206,1.102041,.0485437,103
1.879217,57,53,110,1.075472,.0363636,55
1.919631,97,80,177,1.2125,.0960452,88.5
2.0444,80,75,155,1.066667,.0322581,77.5
2.490352,43,43,86,1,0,43
2.613774,52,36,88,1.444444,.1818182,44
