inc,m,f,t,csr,Hk,X
1.847994,78,100,178,.78,-.1235955,89
2.231,123,104,227,1.182692,.0837004,113.5
2.351248,115,96,211,1.197917,.0900474,105.5
2.412969,86,95,181,.9052632,-.0497237,90.5
2.448841,109,81,190,1.345679,.1473684,95
2.831808,72,60,132,1.2,.0909091,66
3.169183,47,52,99,.9038461,-.0505051,49.5
3.271091,61,58,119,1.051724,.0252101,59.5
