inc,m,f,t,csr,Hk,X
1.127143,92,101,193,0.9108909,-0.0466322,96.5
1.268774,102,66,168,1.545455,0.2142857,84
1.392444,84,76,160,1.105263,0.05,80
1.570325,79,67,146,1.179104,0.0821918,73
1.596622,74,61,135,1.213115,0.0962963,67.5
1.697921,71,65,136,1.092308,0.0441176,68
2.094008,34,49,83,0.6938777,-0.1807228,41.5
2.185794,43,39,82,1.102564,0.0487805,41
