inc,m,f,t,csr,Hk,X
1.755173,498,523,1021,0.9521989,-0.0244858,510.5
2.036919,516,462,978,1.116883,0.0552147,489
2.278223,527,525,1052,1.00381,0.0019012,526
2.288802,574,524,1098,1.09542,0.0455374,549
2.315638,565,446,1011,1.266816,0.1177052,505.5
2.480726,398,355,753,1.121127,0.0571049,376.5
3.043025,342,287,629,1.191638,0.0874404,314.5
3.102808,349,302,651,1.155629,0.0721966,325.5
