inc,m,f,t,csr,Hk,X
1.344598,254,257,511,.9883268,-.0058708,255.5
1.710802,503,503,1006,1,0,503
1.83146,118,99,217,1.191919,.0875576,108.5
2.020359,276,225,501,1.226667,.1017964,250.5
2.190311,617,566,1183,1.090106,.0431107,591.5
2.298353,45,26,71,1.730769,.2676057,35.5
2.830672,397,372,769,1.067204,.0325098,384.5
3.247254,14,8,22,1.75,.2727273,11
