inc,m,f,t,csr,Hk,X
1.719365,99,93,192,1.064516,.03125,96
2.122119,111,93,204,1.193548,.0882353,102
2.195403,91,73,164,1.246575,.1097561,82
2.195478,134,90,224,1.488889,.1964286,112
2.195698,97,107,204,.9065421,-.0490196,102
2.541522,76,82,158,.9268293,-.0379747,79
2.927243,58,46,104,1.26087,.1153846,52
2.927652,48,74,122,.6486486,-.2131148,61
