inc,m,f,t,csr,Hk,X
1.350093,1143,1177,2320,.9711132,-.0146551,1160
1.559893,1236,1234,2470,1.001621,.0008097,1235
1.706914,1421,1378,2799,1.031205,.0153627,1399.5
1.901266,1503,1289,2792,1.16602,.0766476,1396
1.968475,1487,1324,2811,1.123112,.0579865,1405.5
2.016661,1504,1320,2824,1.139394,.0651558,1412
2.501631,934,832,1766,1.122596,.0577576,883
2.663722,944,951,1895,.9926393,-.0036939,947.5
