inc,m,f,t,csr,Hk,X
1.122338,112,133,245,.8421053,-.0857143,122.5
1.313843,140,118,258,1.186441,.0852713,129
1.484451,115,137,252,.8394161,-.0873016,126
1.605102,98,91,189,1.076923,.0370371,94.5
1.677539,106,102,208,1.039216,.0192308,104
1.861497,99,99,198,1,0,99
2.147982,75,67,142,1.119403,.056338,71
2.353522,66,60,126,1.1,.0476191,63
