inc,m,f,t,csr,Hk,X
.772163,86,89,175,.9662921,-.0171429,87.5
.9112448,43,58,101,.7413793,-.1485149,50.5
1.000242,64,50,114,1.28,.122807,57
1.132026,61,55,116,1.109091,.0517241,58
1.155961,52,46,98,1.130435,.0612245,49
1.256146,45,45,90,1,0,45
1.516695,42,30,72,1.4,.1666667,36
1.577517,28,27,55,1.037037,.0181818,27.5
