inc,m,f,t,csr,Hk,X
1.092346,86,105,191,0.8190476,-0.0994764,95.5
1.28646,129,102,231,1.264706,0.1168831,115.5
1.380602,86,94,180,0.9148936,-0.0444444,90
1.549212,86,114,200,0.7543859,-0.14,100
1.609481,78,64,142,1.21875,0.0985916,71
1.666179,83,76,159,1.092105,0.0440252,79.5
1.784826,91,86,177,1.05814,0.0282486,88.5
2.032685,54,65,119,0.8307692,-0.092437,59.5
2.177998,57,47,104,1.212766,0.0961538,52
2.374582,61,54,115,1.12963,0.0608696,57.5
