inc,m,f,t,csr,Hk,X
1.328975,976,1009,1985,0.9672943,-0.0166247,992.5
1.535842,916,902,1818,1.015521,0.0077008,909
1.597376,945,986,1931,0.958418,-0.0212325,965.5
1.80665,1210,1112,2322,1.08813,0.042205,1161
1.908075,1257,1070,2327,1.174766,0.080361,1163.5
1.963401,1215,1067,2282,1.138707,0.0648554,1141
2.001628,1211,1020,2231,1.187255,0.0856118,1115.5
2.160347,933,886,1819,1.053047,0.0258384,909.5
2.566514,756,692,1448,1.092486,0.0441989,724
2.674983,755,761,1516,0.9921156,-0.0039578,758
