inc,m,f,t,csr,Hk,X
1.266068,30,53,83,0.5660377,-0.2771085,41.5
1.367654,23,34,57,0.6764706,-0.1929825,28.5
1.660379,34,39,73,0.8717949,-0.0684931,36.5
1.708578,38,35,73,1.085714,0.0410959,36.5
1.70903,34,45,79,0.7555556,-0.1392405,39.5
1.709649,35,32,67,1.09375,0.0447761,33.5
1.710505,39,42,81,0.9285714,-0.0370371,40.5
2.0751,29,23,52,1.26087,0.1153846,26
2.278841,25,28,53,0.8928571,-0.0566038,26.5
2.280729,23,18,41,1.277778,0.1219512,20.5
