inc,m,f,t,csr,Hk,X
0.7492729,70,77,147,0.9090907,-0.0476192,73.5
0.9033745,38,41,79,0.9268293,-0.0379747,39.5
0.9262292,51,53,104,0.9622643,-0.0192307,52
1.071888,48,37,85,1.297297,0.1294117,42.5
1.134246,47,44,91,1.068182,0.0329671,45.5
1.152761,45,36,81,1.25,0.1111111,40.5
1.195132,45,34,79,1.323529,0.1392405,39.5
1.439841,25,34,59,0.7352941,-0.1525424,29.5
1.526067,31,25,56,1.24,0.1071429,28
1.585291,21,19,40,1.105263,0.05,20
