inc,m,f,t,csr,Hk,X
1.322096,210,226,436,0.9292035,-0.0366973,218
1.694389,547,534,1081,1.024345,0.0120259,540.5
1.85319,152,138,290,1.101449,0.0482759,145
2.03297,240,185,425,1.297297,0.1294117,212.5
2.190311,617,566,1183,1.090106,0.0431107,591.5
2.498405,127,114,241,1.114035,0.0539419,120.5
2.900443,315,284,599,1.109155,0.0517529,299.5
3.247254,14,8,22,1.75,0.2727273,11
