inc,m,f,t,csr,Hk,X
1.494901,231,254,485,0.9094489,-0.0474226,242.5
1.625413,203,271,474,0.7490775,-0.1434599,237
1.938464,260,219,479,1.187215,0.085595,239.5
1.950545,260,222,482,1.171171,0.0788382,241
1.959721,269,242,511,1.11157,0.0528376,255.5
1.974627,269,235,504,1.144681,0.0674603,252
2.000001,270,213,483,1.267606,0.1180124,241.5
2.534413,157,144,301,1.090278,0.0431894,150.5
2.613041,152,124,276,1.225806,0.1014493,138
2.656618,155,153,308,1.013072,0.0064935,154
