inc,m,f,t,csr,Hk,X
1.710537,74,68,142,1.088235,0.0422535,71
1.979636,80,75,155,1.066667,0.0322581,77.5
2.195363,93,72,165,1.291667,0.1272727,82.5
2.195423,85,66,151,1.287879,0.1258278,75.5
2.195487,103,68,171,1.514706,0.2046784,85.5
2.195665,75,93,168,0.8064517,-0.1071428,84
2.321802,76,72,148,1.055556,0.027027,74
2.927154,41,44,85,0.931818,-0.0352942,42.5
2.927308,51,46,97,1.108696,0.0515464,48.5
2.927733,36,54,90,0.6666666,-0.2000001,45
