inc,m,f,t,csr,Hk,X
1.421163,71,63,134,1.126984,0.0597015,67
1.528434,56,51,107,1.098039,0.046729,53.5
1.810918,77,65,142,1.184615,0.084507,71
1.864721,78,78,156,1,0,78
1.880382,51,41,92,1.243902,0.1086957,46
1.919631,97,80,177,1.2125,0.0960452,88.5
1.972743,48,50,98,0.96,-0.0204082,49
2.332774,58,51,109,1.137255,0.0642202,54.5
2.515684,25,26,51,0.9615383,-0.0196079,25.5
2.631396,44,27,71,1.62963,0.2394366,35.5
