inc,m,f,t,csr,Hk,X
1.092442,70,72,142,0.9722222,-0.0140845,71
1.260099,84,76,160,1.105263,0.05,80
1.294984,73,52,125,1.403846,0.168,62.5
1.476296,67,49,116,1.367347,0.1551724,58
1.572733,63,61,124,1.032787,0.016129,62
1.590222,61,48,109,1.270833,0.1192661,54.5
1.64443,57,54,111,1.055556,0.027027,55.5
1.905409,38,45,83,0.8444445,-0.0843373,41.5
2.111487,32,40,72,0.8,-0.1111111,36
2.206746,34,27,61,1.259259,0.1147541,30.5
