inc,m,f,t,csr,Hk,X
1.092442,136.5493,140.4507,277,.9722223,-.0140845,138.5
1.260099,101.85,92.15,194,1.105263,.05,97
1.294984,114.464,81.536,196,1.403846,.168,98
1.476296,76.81897,56.18103,133,1.367347,.1551724,66.5
1.572733,47.25,45.75,93,1.032787,.016129,46.5
1.590222,54.2844,42.7156,97,1.270833,.119266,48.5
1.64443,55.45946,52.54054,108,1.055555,.027027,54
1.905409,18.31325,21.68675,40,.8444445,-.0843373,20
2.111487,8,10,18,.8,-.1111111,9
2.206746,16.16393,12.83607,29,1.259259,.114754,14.5
