inc,m,f,t,csr,Hk,X
1.322096,517.7752,557.2248,1075,.9292035,-.0366973,537.5
1.694389,852.1258,831.8742,1684,1.024345,.0120259,842
1.85319,109.5448,99.45517,209,1.101449,.0482759,104.5
2.03297,225.8824,174.1176,400,1.297297,.1294118,200
2.190311,441.7574,405.2426,847,1.090106,.0431107,423.5
2.498405,63.76348,57.23652,121,1.114035,.0539419,60.5
2.900443,94.13189,84.86811,179,1.109155,.051753,89.5
3.247254,2.545455,1.454545,4,1.75,.2727273,2
