inc,m,f,t,csr,Hk,X
1.458183,5007.975,5210.025,10218,.9612188,-.019774,5109
1.733787,3455.671,3121.329,6577,1.107115,.0508349,3288.5
1.900672,2789.532,2353.468,5143,1.185286,.0847881,2571.5
1.919225,2765.849,2355.151,5121,1.174383,.0801988,2560.5
2.232029,1244.336,1169.664,2414,1.063841,.0309329,1207
2.563139,429.097,394.903,824,1.086589,.0414977,412
