inc,m,f,t,csr,Hk,X
1.148926,196.7255,198.2745,395,.9921874,-.0039216,197.5
1.303677,186.6544,145.3456,332,1.284211,.124424,166
1.563672,91.93846,74.06154,166,1.241379,.1076923,83
1.607062,93.72973,76.27027,170,1.228916,.1027027,85
1.871969,36.66892,44.33108,81,.8271605,-.0945946,40.5
2.170241,21.09709,19.90291,41,1.06,.0291262,20.5
