inc,m,f,t,csr,Hk,X
1.303885,95.23808,154.7619,250,.6153845,-.2380954,125
1.592944,69.32773,80.67227,150,.8593749,-.0756303,75
1.708878,61.13333,69.86667,131,.8749999,-.0666667,65.5
1.709959,62.51163,63.48837,126,.9846154,-.0077519,63
2.024255,24.32941,22.67059,47,1.073171,.0352941,23.5
2.28,8.0625,6.9375,15,1.162162,.075,7.5
