inc,m,f,t,csr,Hk,X
1.15584,291.253,320.747,612,.908046,-.0481928,306
1.388473,202.5319,196.4681,399,1.030864,.0151976,199.5
1.592189,151.3781,154.6219,306,.9790211,-.0106007,153
1.699332,132.4444,123.5556,256,1.071942,.0347222,128
1.996884,53.42079,55.57921,109,.961165,-.019802,54.5
2.303746,27.16304,23.83696,51,1.139535,.0652174,25.5
