inc,m,f,t,csr,Hk,X
1.389885,3212.204,3232.796,6445,.9936305,-.0031949,3222.5
1.609596,2650.491,2724.509,5375,.9728325,-.0137708,2687.5
1.885558,1753.997,1514.003,3268,1.158516,.0734376,1634
1.976345,1785.969,1558.031,3344,1.146299,.0681636,1672
2.168654,1050.951,938.0493,1989,1.120358,.0567629,994.5
2.641829,312.7613,309.2387,622,1.011391,.0056634,311
