inc,m,f,t,csr,Hk,X
1.451066,195.9192,177.0808,373,1.106383,.050505,186.5
1.777608,133.1269,116.8731,250,1.139073,.0650155,125
1.879217,69.43636,64.56364,134,1.075472,.0363636,67
1.929178,93.10526,80.89474,174,1.150943,.0701754,87
2.233594,37.58491,34.41509,72,1.092105,.0440252,36
2.585657,16.32773,12.67227,29,1.288462,.1260504,14.5
