inc,m,f,t,csr,Hk,X
1.38902,741.6636,761.3364,1503,.9741601,-.013089,751.5
1.740588,633.838,622.162,1256,1.018767,.0092961,628
1.967619,333.8853,275.1147,609,1.213622,.0965035,304.5
2.190311,441.7574,405.2426,847,1.090106,.0431107,423.5
2.772604,157.8571,142.1429,300,1.110553,.052381,150
3.247254,2.545455,1.454545,4,1.75,.2727273,2
