inc,m,f,t,csr,Hk,X
1.526775,683.0464,824.9536,1508,.8279817,-.0941029,754
1.88687,474.5107,443.4893,918,1.069948,.0337922,459
1.956549,430.1797,369.8203,800,1.163213,.0754491,400
1.981767,455.0594,382.9406,838,1.188329,.0860606,419
2.374815,153.9133,133.0867,287,1.156489,.0725664,143.5
2.640778,62.73859,57.26141,120,1.095652,.0456432,60
