inc,m,f,t,csr,Hk,X
.772163,103.6914,107.3086,211,.966292,-.0171429,105.5
.9112448,86,116,202,.7413793,-.1485149,101
1.000242,74.10526,57.89474,132,1.28,.122807,66
1.132026,52.06034,46.93966,99,1.109091,.0517241,49.5
1.155961,56.77551,50.22449,107,1.130435,.0612245,53.5
1.256146,33,33,66,1,0,33
1.516695,14.58333,10.41667,25,1.4,.1666667,12.5
1.577517,13.23636,12.76364,26,1.037037,.0181818,13
