inc,m,f,t,csr,Hk,X
1.436716,3906.484,3935.516,7842,.9926233,-.003702,3921
1.584937,3118.725,3219.275,6338,.968766,-.0158647,3169
1.89025,2086.239,1739.761,3826,1.199152,.0905587,1913
1.902092,2119.248,1812.752,3932,1.169077,.0779489,1966
1.91538,2081.067,1709.933,3791,1.217046,.0978988,1895.5
2.014127,1720.16,1587.84,3308,1.083333,.04,1654
2.528814,336.3608,329.6392,666,1.020391,.0100925,333
2.571795,311.7516,282.2484,594,1.10453,.0496688,297
