inc,m,f,t,csr,Hk,X
1.127143,160.1658,175.8342,336,.9108911,-.0466321,168
1.268774,140.25,90.75,231,1.545455,.2142857,115.5
1.392444,111.825,101.175,213,1.105263,.05,106.5
1.570325,61.14383,51.85617,113,1.179104,.0821917,56.5
1.596622,69.61481,57.38519,127,1.213115,.0962963,63.5
1.697921,56.90441,52.09559,109,1.092308,.0441176,54.5
2.094008,8.60241,12.39759,21,.6938776,-.1807228,10.5
2.185794,18.35366,16.64634,35,1.102564,.0487805,17.5
