inc,m,f,t,csr,Hk,X
1.508896,537.3423,614.6577,1152,.8742139,-.0671141,576
1.735228,402.8949,449.1051,852,.8971062,-.0542373,426
1.946837,332.4541,276.5459,609,1.202166,.0918033,304.5
1.958533,321.463,291.537,613,1.102649,.0488189,306.5
1.977125,347.9158,306.0842,654,1.136667,.0639626,327
2.131731,224.024,173.976,398,1.287671,.1257485,199
2.603868,51.46389,45.53611,97,1.130177,.0611111,48.5
2.649815,49.03784,46.96216,96,1.044199,.0216216,48
