inc,m,f,t,csr,Hk,X
1.719365,175.8281,165.1719,341,1.064516,.03125,170.5
2.122119,131.1324,109.8676,241,1.193548,.0882353,120.5
2.195403,104.872,84.12804,189,1.246575,.1097561,94.5
2.195478,109.4732,73.52679,183,1.488889,.1964286,91.5
2.195698,113.6422,125.3578,239,.9065421,-.0490196,119.5
2.541522,49.5443,53.4557,103,.9268293,-.0379747,51.5
2.927243,20.63461,16.36539,37,1.26087,.1153846,18.5
2.927652,9.836065,15.16393,25,.6486486,-.2131148,12.5
