inc,m,f,t,csr,Hk,X
1.344598,609.8983,617.1017,1227,.9883269,-.0058708,613.5
1.710802,766,766,1532,1,0,766
1.832143,84.01869,70.98131,155,1.183674,.0841122,77.5
2.020359,250.1078,203.8922,454,1.226667,.1017964,227
2.190311,441.7574,405.2426,847,1.090106,.0431107,423.5
2.298353,34.85915,20.14084,55,1.730769,.2676056,27.5
2.830615,126.4824,118.5176,245,1.067204,.0325098,122.5
3.247254,2.545455,1.454545,4,1.75,.2727273,2
