inc,m,f,t,csr,Hk,X
1.847457,152.0339,192.9661,345,.7878787,-.1186441,172.5
2.230592,116.5263,99.47369,216,1.171429,.0789474,108
2.351248,131.3507,109.6493,241,1.197917,.0900474,120.5
2.412597,105.8939,117.1061,223,.9042553,-.0502794,111.5
2.448456,140.3646,104.6354,245,1.341463,.1458333,122.5
2.831808,36.54546,30.45455,67,1.2,.0909091,33.5
3.169183,18.0404,19.9596,38,.9038461,-.0505051,19
3.271091,31.26891,29.73109,61,1.051724,.0252101,30.5
