inc,m,f,t,csr,Hk,X
1.431304,146.1176,129.8824,276,1.125,.0588235,138
1.617466,117.2609,99.73913,217,1.175676,.0807454,108.5
1.860305,67.82609,62.17391,130,1.090909,.0434783,65
1.879217,69.43636,64.56364,134,1.075472,.0363636,67
1.919631,73.43503,60.56497,134,1.2125,.0960452,67
2.0444,50.58065,47.41935,98,1.066667,.0322581,49
2.489575,12.35294,12.64706,25,.9767441,-.0117647,12.5
2.611955,10.7191,7.280899,18,1.472222,.1910112,9
