inc,m,f,t,csr,Hk,X
1.122338,219.8857,261.1143,481,.8421053,-.0857143,240.5
1.313843,190.4651,160.5349,351,1.186441,.0852713,175.5
1.484451,119.1071,141.8929,261,.8394161,-.0873016,130.5
1.605102,116.1481,107.8519,224,1.076923,.037037,112
1.677539,100.9038,97.09615,198,1.039216,.0192308,99
1.861497,67,67,134,1,0,67
2.14794,26.40845,23.59155,50,1.119403,.056338,25
2.353522,17.80952,16.19048,34,1.1,.0476191,17
